theme	top_25_tweets
OilAndGasSupportJobs	Did you know that the price of crude oil is one of the biggest determining factors of gas prices? Learn more about the way gas prices are determined. 
AbandonedWells	Government-Controlled Power means private assets would be seized through eminent domain - at a cost of $13.5 billion.
GreenEnergyCreatesJobs	You may remember from science class that hydrogen is the simplest and most abundant element in the universe. Today, momentum is building to harness the power of hydrogen for clean energy. Many companies are placing an increasing focus on hydrogen, including Williams where we are developing a roadmap to chart how best to leverage our vast pipeline network to bring clean hydrogen to market. Read more at wmb.link/vdf. 
CallToActionAgainstOilAndGasIndustries	New Mexico public workers: join the fight for fair pay. Send an email to the legislature supporting a $15 minimum wage.
OilAndGasBoostEconomy	"“The City Council knows the proposal runs counter to state and federal law, but seems intent on risking needless lawsuits when budgets are tight. It appears heedless to the fact that the ordinance would raise energy prices and jeopardize the fuels that power Memphis’ economy and mobility.” 

Read more: https://bit.ly/3eYsCGC. "
NuclearPowerEconomicBenefits	"Take the poll:  https://bit.ly/34w9wFZ
A handful of politicians in Augusta are planning to forcibly seize Maine’s power grid through eminent domain. How do you feel about the plan?"
GreenEnergySupportsCommunities	"We are beyond proud to share that Floris White Bull will be joining us as a SAGE environmental scientist. She will be participating in an internship study of avian species for our clean energy program. Floris is not only an environmental scientist, but she is a graduate student, a screenwriter (Awake, 2017) and instrumental in the 2016 Standing Rock protests against the Dakota Access Pipeline. We can't wait to share her findings and are delighted in this partnership. Welcome Floris!

#StandingRock #RenewableEnergy #WindPower. "
CarbonEmissionReduction	More frequent, more intense, more deadly extreme weather events predicted for the Northeast.
GreenEnergyCreatesJobs	Come learn about solar at our FREE Solar 101 class. Event will be located at the SW OKC Public Library in the Conference Room. This library is a part of the Pioneer Library System. Dinner will be provided from Chick-fil-a!
AbandonedWells	Will you give a $20 gift of love to support re:power’s governance alumni like Maryland State Senator Cory McCray?
RenewableEnergyPromotionAndGrowth	Conserving energy during the hottest period of the day, between 3 p.m. - 7 p.m., helps us maintain safe, reliable and affordable service. It also helps reduce energy use during a period when power costs are at their highest. Consider programming your pool pump to operate at midday or overnight instead of in the late afternoon. #BeatThePeak. 
AbandonedWells	Conserving energy during the hottest period of the day, between 3 p.m. - 7 p.m., helps us maintain safe, reliable and affordable service. It also helps reduce energy use during a period when power costs are at their highest. Consider programming your pool pump to operate at midday or overnight instead of in the late afternoon. #BeatThePeak. 
ClimateChangeMovements	Wildfires throughout the West are making headlines again this summer. While much attention is paid to whether climate change is making wildfires more frequent or intense, Jonathan Wood of the Property and Environment Research Center argues that dangerous fires can be mitigated with better forest management policies.
AbandonedWells	"""Make no mistake, Republicans in Pennsylvania are attempting to upset the delicate constitutional balance of power with the most aggressive series of coordinated political power grabs the commonwealth has ever seen."" - Senator Jay Costa, Senator Vincent Hughes, Rep. Joanna McClinton, Rep. Matt Bradford. "
CleanOilAndGas	Your electric co-op powers your home. VCP empowers you.
BuildBackBetterActCampaign	"Since the day he was sworn in, President Biden has undermined our border security, creating a humanitarian crisis at our Southern border. 100 days ago, my colleagues and I called upon the Democrats on the Oversight Committee to hold hearings on this crisis to take the first steps required to find a solution.

Since then, there have been over 700,000 illegal border crossings and a record number of illegal drugs seized. This is an emergency that must be dealt with immediately, even if that is not politically convenient for the Democrats in power."
AbandonedWells	Eligible DC residents can save hundreds of dollars on electricity, gas, and water bills through an assistance program.
CelebrateBuildBackBetter	Illinois communities can’t risk losing even more jobs – but that’s what is at risk if our leaders don’t take action to preserve nuclear power.
BuildBackBetterActCampaign	"Fellow Virginia Patriots,

The most important election date in 2021 is coming up on June 8th, and we need your help.

Yes, the Convention to nominate Governor, Lt Governor and Attorney General already occurred. But if you understand politics, you know that the  legislative branch is the most powerful branch of government.

And on June 8th, there are countless primaries for seats in the House.

If you listen to the political establishment they will tell you that the November General Election should be your focus, but whenever a member of the political class tells you something, you have to stop and ask-
 
""How will this benefit them if I believe them?""

The plain truth is that the most important elections are the Republican Primaries that are coming up in a few short weeks.

Why?  Quite simple really.

Unless you have true patriots on the November ballot, conservatives will just sit home because they will not care.

And this is why we need your help today.

In over 15 years of grassroots activism, nothing is more true than the fact that wishy-washy candidates change voters from caring to not caring.  And if they don't care, they won't show up and vote.  And if they don't, the continued destruction of Virginia will continue.

This is why it is vitally important that real conservatives are on the ballot this coming November, and we need your help to make that happen.

All across the Commonwealth there are true patriots running in the June Primary, but the establishment is doing its best to be sure you have the same old, compromising candidates come November.  Over a year ago we launched Restore Virginia Now.  This program was created not only to rip the power away from the gun grabbers and Richmond Radicals, but to do so with lovers of liberty.

The response has been overwhelming.  I mean, how could it not be when the Republican establishment is pushing candidates that voted for Red Flag Gun Confiscation, Obamacare Expansion, Funding Planned Parenthood and expanding Northam's lockdown and forced vaccination powers?

If we let the Republican Establishment win in June, that is the sure path for the far left radicals to win in November.  It is that simple.

 Because voters will not care and I don't blame them one bit.  Is 'republican' anti-gun legislation better than 'democrat' anti-gun legislation?  Of course not!  But the 'lesser of two evils' argument is primed and ready to go unless you act today.

This is why I am asking you to fund our efforts to get real conservatives on the November Ballot.  And the only way to do that is to have them win in the June Primary.  Will you contribute to our efforts to do so?  If so please click here and donate to Restore Virginia Now, so that over the next couple of weeks we continue to shine a hard light on the fake conservatives.

https://donorbox.org/restore-virginia-now

If you hope to save Virginia we simply cannot allow backstabbing politicians on the ballot in November. I don't know about you, but I am sick and tired of hearing there is no difference between the two major political parties.  It is time you and I do something about it!  We need to be sure there is a clear difference between Candidate D and R in November...to make conservatives care again and the give them a reason to show up and vote!

Because if all they are offered are evil R and evil D, they will not.

 This is exactly why we created our 2021 State Candidate Survey.  There was one simple goal, to get politicians on record on hard issues that make voters care.  To show which candidates will stand and fight, and which are content with just playing loyal opposition. 

Here at the Virginia Constitutional Conservatives we realize how important this upcoming Primary Election is.

That is why we sent out our 2021 State Candidate Survey to all candidates, asking where they stand on such issues as-

Defending and restoring the 2nd Amendment by not only repealing Red Flag Gun Confiscation and  Universal Gun Registration, but also supporting Constitutional Carry to prevent you from begging the government's permission and paying a tax to bear arms.

Eliminating the Governor's Shutdown orders and forced vaccination

Parental Choice in Education

Ending the expansion of socialized medicine, and so much more

Many candidates answered these vital questions on our survey, but many others refused to.  If they refuse to answer these simple questions, it makes you wonder what they are trying to hide from the voters.

You can click here and to see the results of our 2021 Restore Virginia Now Candidate Survey.

https://virginiaconservatives.net/2021-rvn-candidate-survey

We have all seen these fake conservatives vote time and again to destroy the 2nd Amendment, grant more power to the Governor to shut down our schools, churches and businesses, and support the government monopoly on education in Virginia.  And the voters see it as well.  And if that is the only choice they have in November, well, they will sit at home.

And if we hope to take back our Virginia, we simply cannot have run-of-the mill-politicians running to represent us anymore.  Virginia is home to James Madison, Patrick Henry, George Washington and Thomas Jefferson.  These brave statesmen risked their lives, their fortunes and their sacred honor to create and defend your liberty.

And we need the same champions today.

It is time the people no longer have to choose between Evil A and Evil B.  For the lesser of two evils is nothing more than the establishment's effort to destroy the Constitution with your election day votes.

And with your help, between now and June 8th, we will continue to work in key districts, shining the hard light of truth on primary candidates, and spreading the light of liberty across the Commonwealth. Will you help us do so?  If so, please click here to donate whatever you can afford to help us lay the groundwork to win in November.

https://donorbox.org/restore-virginia-now

Whether it is $50 or $5000, we will use every dime to be sure we have November Candidates that can win.

 
 

In Liberty,

S. Chris Anders
Director
Virginia Constitutional Conservatives. "
