theme	top_25_tweets
OilCreatesJobs	The world’s thirst for oil will exceed pre-pandemic levels next year, with improving vaccination rates and increasing public confidence in governments’ management of Covid-19 spurring a recovery in travel, the Organization of the Petroleum Exporting Countries said Monday.
NuclearEnergyBenefits	"Building with concrete improves the sustainability and resilience of our nation’s infrastructure. 

Check out our booth at World of Concrete or learn about our Roadmap to carbon neutrality at shapedbyconcrete.com."
AdvocateForGreenEnergy	GE and Veolia North America are working together to improve technologies for recycling wind turbine blades and other components. There’s still progress to be made, but the industry is coming up with creative solutions to make sure wind energy is as eco-friendly as it can be. Read more:  https://www.livingcircular.veolia.com/en/industry/wind-power-hit-recycling-winds-change-thanks-veolia-and-ge. 
NuclearEnergyBenefits	"The focus on at-home charging for electric vehicles is something that will ease range anxiety as equitable charging infrastructure becomes more available. No one wants to run out of battery on a road trip, but EV charging won't necessarily mirror the gas station stops we are accustomed to. 

https://www.startribune.com/electric-vehicle-revolution-brings-changes-to-minnesota-garages/600128347/

Many of Minnesota's electric cooperatives offer programs for off-peak charging and charger installation, so check with your local electric cooperative if you #goelectric."
NuclearEnergyBenefits	The annual emissions of carbon-dioxide (co2) per vehicle is over 11,000 pounds in FL. For an electric vehicle, it is less than 5,000 pounds. 
EconomicAdvantagesOfRenewableEnergy	The low cost of solar power combined with energy efficiency measures can help low-income families save on their energy bills. Learn more:. 
PoliticalActivismForRenewableEnergy	"Meredith Brinegar comments about ""WHITE PRIVILEGE""
""I am insulated by my privilege, as a white educated heterosexual married woman""

Is this someone Bellbrook wants to lead their city?
*Meredith is troubled about being WHITE.
*Troubled about Being Educated.
*Troubled about being a heterosexual married woman.

Brinegar posts apologetically for being a white, heterosexual, female. Really it's attached! 
Read her own words for yourself.

She has taken a page out of the national progressive socialist playbook, trying to shame people for something they have no control over.

Apologize for being white, is like apologizing for being black, being brown, being female, being male, being short, tall, having brown hair, red hair, all things no one has any control over but God.

She is ashamed for being white, but not ashamed of the vile actions of her fellow Yes PAC supporters over the last two years.

Brinegar was silent when yes Pac members attacked our senior citizens, telling them to move or die. No outrage from her.

She was also silent when the girl's basketball coach was exposed for his racist and sexual comments directed at the Black players. 

Where was her apology to the Seniors Citizens and girl basketball players? She was silent because the offenders were people she supported. They were her people.

Radical Progressive Socialists are HER PEOPLE.
People like radical Kim McCarthy

Where was her outrage, her standing up and speaking out, there was none? 

If you have something to say, Binegar will not listen. She is covered up in her self shame, and progressive ideology.

She is different. She thinks differently. 

She has values different than the majority of the Bellbrook Community. 

Brinegar is a die-hard WOKE Progressive, whose goal is to implement her socialist values and worldview through the power of the office she seeks.

Look at who she is supporting and who supports her.  Kim McCarthy, Josh Pressnell, Katherine Kipling, and Sara Williamson are all part of the PROGRESSIVE Group seeking to change our community.

Meredith Brinegar is one of the main leaders of these progressive socialists. Do not let her slick ""Media pony-show"" fool you.

Mederithe Brinegar is a radical Progressive SOCIALIST.

DO NOT GIVE her the power over your family and our community.

There are far better choices.

Vote for ""Katherine Cyphers"" and ""Forest Greenwood"" for Bellbrook City Council."
TackleClimateChange	"Mitakuye owasin: we are all related. The two legged, the four legged, those that swim, and all of Grandmother Earth are related and share a spirit. Rebuilding that connection together is imperative for our children's future.

#NODAPL #indigenouspeople #SRST #SAGESRST. "
RenewableEnergyGrowth	ConocoPhillips was the first U.S. exploration and production company to adopt a Paris-aligned climate risk strategy.
GreenPowerExpensive	"A new regulation was recently passed, by the Arizona Corporation Commission, limiting access to solar!

This new regulation states that energy returned to the grid “...shall not exceed 15% of the total circuit peak load…” The result is that once at least 15% of the energy in one area is generated by solar, you may be required to pay for expensive grid upgrades in order to go solar! (AZ Administrative Code R14-2-2615, page 205. APS Interconnection Requirements for Distributed Generation section 16.9)

So don’t miss out! Join over 7,000 of your neighbors that have requested estimates, from SunSolar Solutions, by clicking “Get Quote” today!"
GreenEnergyWorks	Climate change directly impacts our health. Connecticut's air quality is ranked among the worst in the country. TCI can reduce air pollution, illness, and health costs.
OilAndGasExtractionRisks	We’re just not that into you, gas.
AdvocateForGreenEnergy	Oil and natural gas can help accelerate North Dakota’s economic recovery. Take our quiz to find out how!
EconomicAdvantagesOfRenewableEnergy	Can anyone name ANYTHING Kathy Hochul has done to bring down the cost of food or gasoline? She could SUSPEND the gas tax and pull the plug on the absurd proposal to raise the gas tax by 55 cents per gallon to the highest rate in the country! There are actually many options to lower New York’s energy costs, but Hochul and her friends are doing NOTHING. Tell her to take action at LowerNYGasPrices.com.
AntiWoke	Memphis businesses, from neighborhood gas stations and other existing local businesses, to our airport, could all be at risk thanks to a new ordinance proposed by the Memphis City Council. Tell the city council you oppose Ordinance No. 5782!
LegislatorsMustActAgainstClimateChange	NYGOP Chairman Nick Langworthy Takes “Just Say No” Tour to Geneseo. He is joined by Local Officials in Opposition to November Ballot Proposals Threatening Election Integrity.
